Setup title,VFET_cycle
Application test name,gate_scan_cycles
Test date,1/19/2018
Test time,11:45:18
Device ID,0
Count,3
Flags,
Remarks,
Name,Gate,Source,Drain,False,VgStart,VgStop,VgStep,Vd,IgLimit,IntegTime,curr_cycle,Vs,HoldTime,DelayTime,DrainMinRng
Value,"SMU1:HP	HPSMU","SMU4:HR	HRSMU","SMU3:HR	HRSMU","SMU2:HR	HRSMU",-100,100,1,-0.5,0.01,MEDIUM,0,0,0,0,1nA
Name,Polarity,Lg,Wg,Temp,IdMax,test_cycles
Value,1,1E-06,1E-05,25,0.01,2
Vgate,Idrain,Isource,Igate,t,cycle,Vdrain
-100,-1.953E-09,1.4556E-08,-2.6569E-08,0.12119,0,-0.5
-99,-1.832E-09,7.694E-09,-6.985E-09,0.44629,0,-0.5
-98,-2.855E-09,4.935E-09,-4.28E-09,0.7523,0,-0.5
-97,-2.098E-09,3.778E-09,-2.938E-09,1.02383,0,-0.5
-96,-2.311E-09,3.422E-09,-1.879E-09,1.41248,0,-0.5
-95,-1.964E-09,3.195E-09,-1.068E-09,1.72596,0,-0.5
-94,-2.067E-09,3.017E-09,-5.09E-10,1.96821,0,-0.5
-93,-2.078E-09,2.945E-09,-5.81E-10,2.2925,0,-0.5
-92,-2.034E-09,2.561E-09,-1.83E-10,2.60591,0,-0.5
-91,-2.118E-09,2.554E-09,1.38E-10,2.84831,0,-0.5
-90,-2.076E-09,2.487E-09,1.575E-09,3.11202,0,-0.5
-89,-2.137E-09,1.99E-09,1.64E-09,3.39509,0,-0.5
-88,-1.913E-09,2.606E-09,5.09E-10,3.63748,0,-0.5
-87,-2.091E-09,2.615E-09,4.13E-10,3.962,0,-0.5
-86,-2.182E-09,2.234E-09,4.87E-10,4.27532,0,-0.5
-85,-2.266E-09,2.502E-09,6.7E-10,4.51762,0,-0.5
-84,-3.23E-10,3.773E-09,9.12E-10,4.84221,0,-0.5
-83,-2.515E-09,2.269E-09,1.296E-09,5.15561,0,-0.5
-82,-1.6E-09,2.507E-09,5.95E-10,5.39811,0,-0.5
-81,-2.341E-09,2.263E-09,4.854E-09,5.65439,0,-0.5
-80,-2.496E-09,2.13E-09,6.09E-10,6.01498,0,-0.5
-79,-2.489E-09,2.341E-09,8.5E-10,6.25742,0,-0.5
-78,-2.565E-09,2.47E-09,4.97E-10,6.58192,0,-0.5
-77,-2.574E-09,2.193E-09,6.06E-10,6.89527,0,-0.5
-76,-2.678E-09,2.372E-09,8.16E-10,7.13749,0,-0.5
-75,-2.728E-09,2.496E-09,5.41E-10,7.46195,0,-0.5
-74,-2.715E-09,2.281E-09,5.72E-10,7.77526,0,-0.5
-73,-2.86E-09,2.299E-09,6.66E-10,8.01757,0,-0.5
-72,-2.798E-09,2.592E-09,5.22E-10,8.34211,0,-0.5
-71,-2.76E-09,2.479E-09,6.74E-10,8.65549,0,-0.5
-70,-2.78E-09,2.449E-09,8.98E-10,8.89771,0,-0.5
-69,-2.816E-09,1.915E-09,3.849E-09,9.1541,0,-0.5
-68,-2.857E-09,2.727E-09,5.81E-10,9.424,0,-0.5
-67,-2.91E-09,2.643E-09,1.802E-09,9.75174,0,-0.5
-66,-2.99E-09,2.373E-09,1.906E-09,10.0348,0,-0.5
-65,-3.113E-09,2.82E-09,9.97E-10,10.27728,0,-0.5
-64,-3.186E-09,2.939E-09,6.86E-10,10.60175,0,-0.5
-63,-3.166E-09,2.859E-09,7.7E-10,10.91522,0,-0.5
-62,-3.203E-09,2.886E-09,9.64E-10,11.15773,0,-0.5
-61,-3.265E-09,2.411E-09,3.745E-09,11.41413,0,-0.5
-60,-3.303E-09,3.186E-09,5.75E-10,11.68398,0,-0.5
-59,-3.445E-09,3.285E-09,5.94E-10,12.07286,0,-0.5
-58,-3.599E-09,3.382E-09,5.94E-10,12.40163,0,-0.5
-57,-3.618E-09,3.273E-09,7.24E-10,12.71494,0,-0.5
-56,-3.796E-09,3.473E-09,8.78E-10,12.9573,0,-0.5
-55,-3.905E-09,3.676E-09,6.05E-10,13.28178,0,-0.5
-54,-3.902E-09,3.566E-09,6.77E-10,13.59525,0,-0.5
-53,-4.129E-09,3.838E-09,8.7E-10,13.83757,0,-0.5
-52,-4.218E-09,3.957E-09,5.98E-10,14.16188,0,-0.5
-51,-4.248E-09,3.921E-09,6.85E-10,14.4752,0,-0.5
-50,-4.338E-09,4.025E-09,9.06E-10,14.71772,0,-0.5
-49,-4.448E-09,3.713E-09,3.47E-09,14.97394,0,-0.5
-48,-4.536E-09,4.391E-09,6.03E-10,15.24386,0,-0.5
-47,-4.72E-09,4.483E-09,1.679E-09,15.57168,0,-0.5
-46,-4.871E-09,4.385E-09,1.745E-09,15.85478,0,-0.5
-45,-5.066E-09,4.759E-09,1.005E-09,16.09726,0,-0.5
-44,-5.218E-09,4.886E-09,6.65E-10,16.4217,0,-0.5
-43,-5.23E-09,4.94E-09,8.23E-10,16.73491,0,-0.5
-42,-5.162E-09,5.177E-09,1.017E-09,16.97729,0,-0.5
-41,-4.99E-09,5.9E-09,1.196E-09,17.30182,0,-0.5
-40,-4.898E-09,5.462E-09,1.36E-09,17.61508,0,-0.5
-39,-5.572E-09,5.454E-09,1.482E-09,17.85755,0,-0.5
-38,-5.718E-09,4.941E-09,3.414E-09,18.1138,0,-0.5
-37,-5.812E-09,5.569E-09,6.79E-10,18.38375,0,-0.5
-36,-5.977E-09,5.691E-09,1.657E-09,18.71148,0,-0.5
-35,-6.106E-09,5.815E-09,1.715E-09,18.99464,0,-0.5
