X,Y
0.0000,47.667
0.0957,47.667
0.1914,47.667
0.2871,47.667
0.3828,47.667
0.4785,47.667
0.5742,47.667
0.6698,47.667
0.7655,47.667
0.8612,47.667
0.9569,47.667
1.0526,47.667
1.1483,47.667
1.2440,47.667
1.3397,47.667
1.4354,47.667
1.5311,47.667
1.6268,47.667
1.7225,47.667
1.8182,47.667
1.9139,47.667
2.0095,47.667
2.1052,47.667
2.2009,47.667
2.2966,47.667
2.3923,47.667
2.4880,47.667
2.5837,47.667
2.6794,47.667
2.7751,47.667
2.8708,47.667
2.9665,47.667
3.0622,47.667
3.1579,47.667
3.2536,47.667
3.3492,47.667
3.4449,47.667
3.5406,47.667
3.6363,47.333
3.7320,52.333
3.8277,90.181
3.9234,59.263
4.0191,41.333
4.1148,42.333
4.2105,42.333
4.3062,42.185
4.4019,42.506
4.4976,134.074
4.5932,170.753
4.6889,169.794
4.7846,169.667
4.8803,169.667
4.9760,169.626
5.0717,169.374
5.1674,169.333
5.2631,169.959
5.3588,169.667
5.4545,169.667
5.5502,169.667
5.6459,170.000
5.7416,169.506
5.8373,166.712
5.9329,165.984
6.0286,164.148
6.1243,160.539
6.2200,160.893
6.3157,160.852
6.4114,164.733
6.5071,168.955
6.6028,169.358
6.6985,170.000
6.7942,146.605
6.8899,49.185
6.9856,112.222
7.0813,171.177
7.1770,166.765
7.2726,161.358
7.3683,159.667
7.4640,160.346
7.5597,159.333
7.6554,159.333
7.7511,162.333
7.8468,167.152
7.9425,169.737
8.0382,164.383
8.1339,164.942
8.2296,169.992
8.3253,170.000
8.4210,169.967
8.5166,169.667
8.6123,169.667
8.7080,169.811
8.8037,169.667
8.8994,169.667
8.9951,169.667
9.0908,169.687
9.1865,169.667
9.2822,170.782
9.3779,115.749
9.4736,42.556
9.5693,41.333
9.6650,55.535
9.7607,150.494
9.8563,169.992
9.9520,169.667
10.0477,169.901
10.1434,169.667
10.2391,169.667
10.3348,169.667
10.4305,168.737
10.5262,165.123
10.6219,169.667
10.7176,169.860
10.8133,169.786
10.9090,169.531
11.0047,169.490
11.1004,169.667
11.1960,169.407
11.2917,169.984
11.3874,169.667
11.4831,170.000
11.5788,166.757
11.6745,161.272
11.7702,153.481
11.8659,139.868
11.9616,142.461
12.0573,153.148
12.1530,167.021
12.2487,169.621
12.3444,169.667
12.4400,169.667
12.5357,169.584
12.6314,169.728
12.7271,169.626
12.8228,163.021
12.9185,148.000
13.0142,101.276
13.1099,49.420
13.2056,41.062
13.3013,45.576
13.3970,89.798
13.4927,114.864
13.5884,131.909
13.6841,152.160
13.7797,152.963
13.8754,144.255
13.9711,137.107
14.0668,144.840
14.1625,157.132
14.2582,165.576
14.3539,162.457
14.4496,154.366
14.5453,147.317
14.6410,145.741
14.7367,155.609
14.8324,162.646
14.9281,167.099
15.0238,164.189
15.1194,143.827
15.2151,135.827
15.3108,151.058
15.4065,159.667
15.5022,158.222
15.5979,154.272
15.6936,148.123
15.7893,138.383
15.8850,132.247
15.9807,124.667
16.0764,116.296
16.1721,114.066
16.2678,116.667
16.3634,118.333
16.4591,123.811
16.5548,127.449
16.6505,127.395
16.7462,138.959
16.8419,158.177
16.9376,167.198
17.0333,169.885
17.1290,169.667
17.2247,169.926
17.3204,169.667
17.4161,169.967
17.5118,169.988
17.6075,169.992
17.7031,169.362
17.7988,169.667
17.8945,167.930
17.9902,168.909
18.0859,170.000
18.1816,168.473
18.2773,161.123
18.3730,156.827
18.4687,151.280
18.5644,145.856
18.6601,143.000
18.7558,142.156
18.8515,137.000
18.9472,132.926
19.0428,131.383
19.1385,128.325
19.2342,127.333
19.3299,127.333
19.4256,127.333
19.5213,127.333
19.6170,127.333
19.7127,127.333
19.8084,127.148
19.9041,131.506
19.9998,135.053
20.0955,129.457
20.1912,125.461
20.2868,113.169
20.3825,197.000
20.4782,255.000
20.5739,255.000
20.6696,255.000
