X,Y
0.0000,47.519
0.0943,47.701
0.1887,47.667
0.2830,47.667
0.3774,47.667
0.4717,47.667
0.5660,47.667
0.6604,47.667
0.7547,47.667
0.8491,47.667
0.9434,47.667
1.0377,47.667
1.1321,47.667
1.2264,47.667
1.3208,47.667
1.4151,47.667
1.5094,47.667
1.6038,47.667
1.6981,47.667
1.7925,47.667
1.8868,47.667
1.9811,47.667
2.0755,47.667
2.1698,47.667
2.2642,47.667
2.3585,47.667
2.4528,47.667
2.5472,47.667
2.6415,47.667
2.7358,47.667
2.8302,47.667
2.9245,47.667
3.0189,47.667
3.1132,47.667
3.2075,47.667
3.3019,47.667
3.3962,47.667
3.4906,47.353
3.5849,46.903
3.6792,50.302
3.7736,61.316
3.8679,77.962
3.9623,67.187
4.0566,51.491
4.1509,118.705
4.2453,163.406
4.3396,169.265
4.4340,169.634
4.5283,169.871
4.6226,169.823
4.7170,169.837
4.8113,169.828
4.9057,169.718
5.0000,169.829
5.0943,169.668
5.1887,169.591
5.2830,169.551
5.3774,169.542
5.4717,169.878
5.5660,169.925
5.6604,169.037
5.7547,166.896
5.8491,165.276
5.9434,164.672
6.0377,161.797
6.1321,160.601
6.2264,159.608
6.3208,159.031
6.4151,158.078
6.5094,156.249
6.6038,154.519
6.6981,154.310
6.7925,154.012
6.8868,155.029
6.9811,164.243
7.0755,137.901
7.1698,109.680
7.2642,147.699
7.3585,163.269
7.4528,154.412
7.5472,154.277
7.6415,159.889
7.7358,159.211
7.8302,96.664
7.9245,71.179
8.0189,102.755
8.1132,146.215
8.2075,158.973
8.3019,153.707
8.3962,153.574
8.4906,153.638
8.5849,154.083
8.6792,155.158
8.7736,159.799
8.8679,159.828
8.9623,109.049
9.0566,70.181
9.1509,103.603
9.2453,162.293
9.3396,168.818
9.4340,166.397
9.5283,166.167
9.6226,168.568
9.7170,169.670
9.8113,169.834
9.9057,169.684
10.0000,169.667
10.0943,169.667
10.1887,168.844
10.2830,156.476
10.3774,81.731
10.4717,67.629
10.5660,78.904
10.6604,118.321
10.7547,161.731
10.8491,169.465
10.9434,169.880
11.0377,169.754
11.1321,169.667
11.2264,169.667
11.3208,169.667
11.4151,169.641
11.5094,169.504
11.6038,169.835
11.6981,169.714
11.7925,166.905
11.8868,139.141
11.9811,67.546
12.0755,109.342
12.1698,125.027
12.2642,147.465
12.3585,164.197
12.4528,169.667
12.5472,169.667
12.6415,169.667
12.7358,169.517
12.8302,169.619
12.9245,169.768
13.0189,169.692
13.1132,169.457
13.2075,169.480
13.3019,169.542
13.3962,169.755
13.4906,169.845
13.5849,155.641
13.6792,123.513
13.7736,112.386
13.8679,102.055
13.9623,92.459
14.0566,130.925
14.1509,159.460
14.2453,161.403
14.3396,157.895
14.4340,160.535
14.5283,167.253
14.6226,168.811
14.7170,159.678
14.8113,146.832
14.9057,148.411
15.0000,161.631
15.0943,168.712
15.1887,169.667
15.2830,169.358
15.3774,169.412
15.4717,169.800
15.5660,169.667
15.6604,169.452
15.7547,167.844
15.8491,128.340
15.9434,134.322
16.0377,161.209
16.1321,149.638
16.2264,113.541
16.3208,62.199
16.4151,58.156
16.5094,84.077
16.6038,58.136
16.6981,99.987
16.7925,154.911
16.8868,169.280
16.9811,169.667
17.0755,169.756
17.1698,169.787
17.2642,168.770
17.3585,153.175
17.4528,107.063
17.5472,152.964
17.6415,160.378
17.7358,134.053
17.8302,85.547
17.9245,61.623
18.0189,77.969
18.1132,97.855
18.2075,145.847
18.3019,166.666
18.3962,169.389
18.4906,169.618
18.5849,169.667
18.6792,169.706
18.7736,169.219
18.8679,165.882
18.9623,162.664
19.0566,158.778
19.1509,160.925
19.2453,157.375
19.3396,155.301
19.4340,160.554
19.5283,166.441
19.6226,163.749
19.7170,153.192
19.8113,147.766
19.9057,157.543
20.0000,157.858
20.0943,140.400
20.1887,136.514
20.2830,142.760
20.3774,149.557
20.4717,156.309
20.5660,155.777
20.6604,147.158
20.7547,137.995
20.8491,133.295
20.9434,133.349
21.0377,129.629
21.1321,124.558
21.2264,127.157
21.3208,131.325
21.4151,136.682
21.5094,151.453
21.6038,165.456
21.6981,164.606
21.7925,146.927
21.8868,139.923
21.9811,132.194
22.0755,127.977
22.1698,128.825
22.2642,126.590
22.3585,119.607
22.4528,116.115
22.5472,115.660
22.6415,112.611
22.7358,110.424
22.8302,110.076
22.9245,109.778
