X,Y
0.0000,47.444
0.0943,47.809
0.1887,47.667
0.2830,47.667
0.3774,47.667
0.4717,47.667
0.5660,47.667
0.6604,47.667
0.7547,47.667
0.8491,47.667
0.9434,47.667
1.0377,47.667
1.1321,47.667
1.2264,47.667
1.3208,47.667
1.4151,47.667
1.5094,47.667
1.6038,47.667
1.6981,47.667
1.7925,47.667
1.8868,47.667
1.9811,47.667
2.0755,47.667
2.1698,47.667
2.2642,47.667
2.3585,47.667
2.4528,47.667
2.5472,47.667
2.6415,47.667
2.7358,47.667
2.8302,47.667
2.9245,47.667
3.0189,47.667
3.1132,47.667
3.2075,47.667
3.3019,47.667
3.3962,47.667
3.4906,47.758
3.5849,48.875
3.6792,52.571
3.7736,61.587
3.8679,84.169
3.9623,91.775
4.0566,55.541
4.1509,104.722
4.2453,161.086
4.3396,169.892
4.4340,169.798
4.5283,169.845
4.6226,169.814
4.7170,169.582
4.8113,169.878
4.9057,169.916
5.0000,169.605
5.0943,169.404
5.1887,169.529
5.2830,169.504
5.3774,169.650
5.4717,169.904
5.5660,169.888
5.6604,168.525
5.7547,166.768
5.8491,164.050
5.9434,161.155
6.0377,160.751
6.1321,158.780
6.2264,158.662
6.3208,158.264
6.4151,155.133
6.5094,154.021
6.6038,154.000
6.6981,153.227
6.7925,153.146
6.8868,154.122
6.9811,166.222
7.0755,103.999
7.1698,81.906
7.2642,139.285
7.3585,160.313
7.4528,154.677
7.5472,154.141
7.6415,158.165
7.7358,148.065
7.8302,100.884
7.9245,75.537
8.0189,63.183
8.1132,142.092
8.2075,156.140
8.3019,154.367
8.3962,154.159
8.4906,154.027
8.5849,154.450
8.6792,154.711
8.7736,158.629
8.8679,152.653
8.9623,98.547
9.0566,102.320
9.1509,136.650
9.2453,162.850
9.3396,166.590
9.4340,164.910
9.5283,164.906
9.6226,168.026
9.7170,169.823
9.8113,169.658
9.9057,169.604
10.0000,169.614
10.0943,169.498
10.1887,170.133
10.2830,140.333
10.3774,83.465
10.4717,56.443
10.5660,78.922
10.6604,136.495
10.7547,169.453
10.8491,169.634
10.9434,169.934
11.0377,169.995
11.1321,169.835
11.2264,169.790
11.3208,169.735
11.4151,169.657
11.5094,169.799
11.6038,169.733
11.6981,169.532
11.7925,168.412
11.8868,140.570
11.9811,100.144
12.0755,105.279
12.1698,121.505
12.2642,143.405
12.3585,168.897
12.4528,169.535
12.5472,169.676
12.6415,169.577
12.7358,169.601
12.8302,169.600
12.9245,169.474
13.0189,169.704
13.1132,169.496
13.2075,169.667
13.3019,169.585
13.3962,169.469
13.4906,165.970
13.5849,135.456
13.6792,67.436
13.7736,65.156
13.8679,91.685
13.9623,118.561
14.0566,161.646
14.1509,169.392
14.2453,168.247
14.3396,166.827
14.4340,169.377
14.5283,169.728
14.6226,168.481
14.7170,153.713
14.8113,111.039
14.9057,157.717
15.0000,167.168
15.0943,167.957
15.1887,169.694
15.2830,169.489
15.3774,169.677
15.4717,169.862
15.5660,167.327
15.6604,144.147
15.7547,154.898
15.8491,138.287
15.9434,138.634
16.0377,161.886
16.1321,147.767
16.2264,102.362
16.3208,47.931
16.4151,63.264
16.5094,105.490
16.6038,117.152
16.6981,123.988
16.7925,148.168
16.8868,167.289
16.9811,169.641
17.0755,169.667
17.1698,169.678
17.2642,169.486
17.3585,167.813
17.4528,161.611
17.5472,166.438
17.6415,160.096
17.7358,85.461
17.8302,76.902
17.9245,85.433
18.0189,115.263
18.1132,115.468
18.2075,108.226
18.3019,150.713
18.3962,168.577
18.4906,169.745
18.5849,169.546
18.6792,169.341
18.7736,168.207
18.8679,168.460
18.9623,166.777
19.0566,162.170
19.1509,159.691
19.2453,160.114
19.3396,166.097
19.4340,169.748
19.5283,170.000
19.6226,169.278
19.7170,163.833
19.8113,155.224
19.9057,151.933
20.0000,150.807
20.0943,147.012
20.1887,141.780
20.2830,147.963
20.3774,161.880
20.4717,162.117
20.5660,154.000
