X,Y
0.0000,47.667
0.0957,47.667
0.1914,47.667
0.2871,47.667
0.3828,47.667
0.4785,47.667
0.5742,47.667
0.6698,47.667
0.7655,47.667
0.8612,47.667
0.9569,47.667
1.0526,47.667
1.1483,47.667
1.2440,47.667
1.3397,47.667
1.4354,47.667
1.5311,47.667
1.6268,47.667
1.7225,47.667
1.8182,47.667
1.9139,47.667
2.0095,47.667
2.1052,47.667
2.2009,47.667
2.2966,47.650
2.3923,47.437
2.4880,48.657
2.5837,51.875
2.6794,87.957
2.7751,119.399
2.8708,139.476
2.9665,147.042
3.0622,153.215
3.1579,161.032
3.2536,168.267
3.3492,169.506
3.4449,160.924
3.5406,155.123
3.6363,167.625
3.7320,169.565
3.8277,169.667
3.9234,169.667
4.0191,165.023
4.1148,126.639
4.2105,61.087
4.3062,50.231
4.4019,100.760
4.4976,165.461
4.5932,169.577
4.6889,169.831
4.7846,169.734
4.8803,169.673
4.9760,169.393
5.0717,169.617
5.1674,169.667
5.2631,169.667
5.3588,169.667
5.4545,170.041
5.5502,168.919
5.6459,166.650
5.7416,166.944
5.8373,163.499
5.9329,161.065
6.0286,159.414
6.1243,159.429
6.2200,158.373
6.3157,157.519
6.4114,159.588
6.5071,162.701
6.6028,168.527
6.6985,169.667
6.7942,164.823
6.8899,152.314
6.9856,160.835
7.0813,168.955
7.1770,163.128
7.2726,156.701
7.3683,154.031
7.4640,154.084
7.5597,153.754
7.6554,154.172
7.7511,155.952
7.8468,159.983
7.9425,166.907
8.0382,169.667
8.1339,169.514
8.2296,167.939
8.3253,162.143
8.4210,159.961
8.5166,162.716
8.6123,164.922
8.7080,164.277
8.8037,163.642
8.8994,164.410
8.9951,167.355
9.0908,169.292
9.1865,169.793
9.2822,169.667
9.3779,165.476
9.4736,121.721
9.5693,92.351
9.6650,122.028
9.7607,165.993
9.8563,169.422
9.9520,169.738
10.0477,169.852
10.1434,169.653
10.2391,169.427
10.3348,169.443
10.4305,169.672
10.5262,169.832
10.6219,169.667
10.7176,169.667
10.8133,169.667
10.9090,169.667
11.0047,169.674
11.1004,169.388
11.1960,169.552
11.2917,169.667
11.3874,169.667
11.4831,169.667
11.5788,169.667
11.6745,169.646
11.7702,169.667
11.8659,169.667
11.9616,169.720
12.0573,169.738
12.1530,169.792
12.2487,169.582
12.3444,169.749
12.4400,169.527
12.5357,169.667
12.6314,169.682
12.7271,169.429
12.8228,169.612
12.9185,169.461
13.0142,166.222
13.1099,155.646
13.2056,149.572
13.3013,149.683
13.3970,154.252
13.4927,163.510
13.5884,168.786
13.6841,169.830
13.7797,169.987
13.8754,167.931
13.9711,162.456
14.0668,162.418
14.1625,167.256
14.2582,169.917
14.3539,169.913
14.4496,169.581
14.5453,167.217
14.6410,162.454
14.7367,164.788
14.8324,168.593
14.9281,169.558
15.0238,169.525
15.1194,169.263
15.2151,160.936
15.3108,161.322
15.4065,168.152
15.5022,169.653
15.5979,169.713
15.6936,169.722
15.7893,169.667
15.8850,169.670
15.9807,169.880
16.0764,166.521
16.1721,161.831
16.2678,161.066
16.3634,161.645
16.4591,162.005
16.5548,154.422
16.6505,137.174
16.7462,117.108
16.8419,117.354
16.9376,128.715
17.0333,143.750
17.1290,159.745
17.2247,168.789
17.3204,169.627
17.4161,169.667
17.5118,169.667
17.6075,169.667
17.7031,169.691
17.7988,169.648
17.8945,169.670
17.9902,169.891
18.0859,169.822
18.1816,169.684
18.2773,169.667
18.3730,169.667
18.4687,169.667
18.5644,168.255
18.6601,159.558
18.7558,150.314
18.8515,147.048
18.9472,142.080
19.0428,138.452
19.1385,135.286
19.2342,133.060
19.3299,129.784
19.4256,127.698
19.5213,127.688
19.6170,129.564
19.7127,133.932
19.8084,137.203
19.9041,139.743
19.9998,149.989
20.0955,154.697
20.1912,147.168
20.2868,140.842
20.3825,134.980
20.4782,131.270
20.5739,124.922
20.6696,119.066
20.7653,115.456
20.8610,112.946
20.9567,113.406
21.0524,115.633
21.1481,119.897
21.2438,125.081
21.3395,134.824
21.4352,145.573
21.5309,149.220
21.6265,148.002
21.7222,147.002
21.8179,140.316
21.9136,131.017
22.0093,121.358
22.1050,115.130
22.2007,111.913
22.2964,110.843
22.3921,109.510
22.4878,109.278
22.5835,106.609
22.6792,106.068
22.7749,105.951
22.8706,106.000
22.9662,105.193
23.0619,104.592
23.1576,103.409
23.2533,101.964
23.3490,103.238
23.4447,101.327
23.5404,100.748
23.6361,100.279
23.7318,100.408
23.8275,98.184
23.9232,96.236
24.0189,95.743
24.1146,95.602
24.2102,95.346
24.3059,95.333
24.4016,95.333
24.4973,95.333
24.5930,95.442
24.6887,96.695
24.7844,97.904
24.8801,98.618
24.9758,100.150
25.0715,100.622
25.1672,100.667
25.2629,100.667
25.3586,100.667
25.4543,98.789
25.5499,98.599
25.6456,97.433
25.7413,95.630
25.8370,95.352
25.9327,95.333
26.0284,95.333
