-163.47324335093	723
-160.33843810238	724
-157.204657305262	723
-154.071900632546	723
-150.940167756818	723
-147.809458350236	725
-144.679772084631	724
-141.551108631395	724
-138.423467661561	725
-135.296848845773	725
-132.171251854297	726
-129.04667635701	724
-125.923122023416	724
-122.800588522652	725
-119.679075523457	726
-116.558582694208	726
-113.43910970293	725
-110.320656217256	724
-107.203221904433	726
-104.086806431392	724
-100.971409464647	723
-97.8570306703694	722
-94.7436697143842	724
-91.6313262621223	723
-88.5199999786822	724
-85.4096905287938	724
-82.3003975768321	724
-79.192120786809	723
-76.0848598224155	724
-72.9786143469405	724
-69.8733840233655	723
-66.7691685143081	724
-63.6659674820355	724
-60.5637805884725	723
-57.462607495195	723
-54.3624478634627	726
-51.2633013541672	722
-48.1651676278531	724
-45.0680463447592	723
-41.9719371647786	723
-38.8768397474357	723
-35.782753751975	723
-32.6896788372738	724
-29.5976146618908	725
-26.5065608840589	724
-23.41651716167	723
-20.3274831523078	725
-17.2394585132202	723
-14.1524429013485	724
-11.0664359732834	724
-7.98143738533064	725
-4.89744679345092	722
-1.814463853301	724
1.26751177977767	729
4.34848045076226	737
7.42844250494388	728
10.5073982879148	725
13.5853481455798	724
16.6622924241436	725
19.73823147015	724
22.8131656304131	725
25.8870952520689	725
28.9600206825306	725
32.0319422695475	725
35.1028603611408	724
38.1727753056468	723
41.2416874516841	727
44.3095971481728	726
47.3765047443424	726
50.4424105896706	724
53.5073150339706	724
56.571218427323	724
59.6341211201065	724
62.6960234629658	724
65.7569258068624	724
68.8168285030104	726
71.8757319029197	731
74.9336363583872	738
77.9905422214923	788
81.0464498445604	847
84.1013595802181	905
87.1552717813884	948
90.2081868012224	975
93.2601049931704	997
96.3110267109496	980
99.3609523085471	986
102.409882140215	943
105.457816560488	937
108.504755924126	925
111.550700586196	917
114.59565090202	909
117.639607227167	912
120.682569917459	907
123.724539329006	916
126.765515818159	931
129.805499741523	999
132.844491455952	1124
135.882491318585	1099
138.919499686764	975
141.955516918122	915
144.990543370519	936
148.024579402088	913
151.057625371167	908
154.08968163639	903
157.120748556593	896
160.150826490877	896
163.179915798583	893
166.20801683928	896
169.235129972791	922
172.26125555917	952
175.286393958698	1034
178.310545531917	1160
181.333710639569	1151
184.355889642654	1035
187.37708290239	959
190.397290780238	910
193.416513637877	914
196.434751837201	906
199.452005740364	910
202.468275709715	982
205.483562107836	1132
208.497865297537	1133
211.511185641841	1010
214.523523503991	930
217.534879247459	890
220.545253235924	893
223.554645833278	894
226.563057403632	919
229.570488311322	922
232.57693892087	920
235.582409597048	913
238.586900704787	915
241.590412609274	905
244.592945675871	912
247.594500270172	909
250.595076757949	904
253.594675505196	913
256.593296878104	924
259.590941243062	926
262.587608966669	930
265.583300415709	930
268.578015957183	917
271.571755958256	921
274.564520786322	926
277.556310808952	951
280.547126393914	1018
283.536967909161	1105
286.525835722849	1120
289.513730203314	1054
292.500651719079	994
295.486600638857	969
298.471577331539	985
301.455582166224	989
304.438615512161	992
307.420677738813	1012
310.401769215795	988
313.381890312922	955
316.361041400181	951
319.339222847745	953
322.316435025936	967
325.292678305285	1001
328.26795305648	1005
331.242259650373	987
334.215598458017	947
337.187969850598	944
340.159374199499	923
343.129811876267	919
346.099283252603	916
