    0     0 
    3     6 
    6     7 
    9     1 
   12     8 
   15     9 
    1     2 
    2    10 
    4    11 
    5     3 
    7    12 
    8    13 
   10     4 
   11    14 
   13    15 
   14     5 
   16    16 
   17    17 
